timestamp,test-class,test-method,time,description,result
"2022-04-22 13:24:22.846","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",2387,""[1] testIndex=0, enabled=true, identity=UserIdentity{name: 'P1', surname: 'Acme', email: 'p1@acme.com'}, password=patron1, username=patron1"","Expected value 'true' in attribute 0 of record 0, but found 'C1'"
"2022-04-22 13:24:24.306","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",1049,""[2] testIndex=1, enabled=true, identity=UserIdentity{name: 'P2', surname: 'Acme', email: 'p2@acme.com'}, password=patron2, username=patron2"","Expected value 'true' in attribute 0 of record 1, but found 'C2'"
"2022-04-22 13:24:25.703","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",1011,""[3] testIndex=2, enabled=true, identity=UserIdentity{name: 'P3', surname: 'Acme', email: 'p3@acme.com'}, password=patron3, username=patron3"","Record index 2 is out of range"
"2022-04-22 13:24:27.038","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",998,""[4] testIndex=3, enabled=true, identity=UserIdentity{name: 'P4', surname: 'Acme', email: 'p4@acme.com'}, password=patron4, username=patron4"","Record index 3 is out of range"
"2022-04-22 13:24:28.389","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",1018,""[5] testIndex=4, enabled=true, identity=UserIdentity{name: 'I1', surname: 'Acme', email: 'i1@acme.com'}, password=inventor1, username=inventor1"","Record index 4 is out of range"
"2022-04-22 13:24:29.706","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",963,""[6] testIndex=5, enabled=true, identity=UserIdentity{name: 'I2', surname: 'Acme', email: 'i2@acme.com'}, password=inventor2, username=inventor2"","Record index 5 is out of range"
"2022-04-22 13:24:30.995","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",970,""[7] testIndex=6, enabled=true, identity=UserIdentity{name: 'I3', surname: 'Acme', email: 'i3@acme.com'}, password=inventor3, username=inventor3"","Record index 6 is out of range"
"2022-04-22 13:24:32.283","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",955,""[8] testIndex=7, enabled=true, identity=UserIdentity{name: 'I4', surname: 'Acme', email: 'i4@acme.com'}, password=inventor4, username=inventor4"","Record index 7 is out of range"
"2022-04-22 13:24:33.574","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",970,""[9] testIndex=8, enabled=true, identity=UserIdentity{name: 'C1', surname: 'Acme', email: 'c1@acme.com'}, password=consumer1, username=consumer1"","Record index 8 is out of range"
"2022-04-22 13:24:34.86","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",953,""[10] testIndex=9, enabled=true, identity=UserIdentity{name: 'C2', surname: 'Acme', email: 'c2@acme.com'}, password=consumer2, username=consumer2"","Record index 9 is out of range"
"2022-04-22 13:24:36.14","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",961,""[11] testIndex=10, enabled=true, identity=UserIdentity{name: 'PR1', surname: 'Acme', email: 'pr1@acme.com'}, password=provider1, username=provider1"","Record index 10 is out of range"
"2022-04-22 13:24:37.461","anonymous.useraccount.AnonymousUserAccountListTest","anonymousListComponents",986,""[12] testIndex=11, enabled=true, identity=UserIdentity{name: 'PR2', surname: 'Acme', email: 'pr2@acme.com'}, password=provider2, username=provider2"","Record index 11 is out of range"
