timestamp,test-class,test-method,time,description,result
"2022-04-25 17:58:27.916","anonymous.useraccount.AnonymousUserAccountListTest","consumerListComponents",6590,""[1] testIndex=0, name=C1, surname=Acme, email=c1@acme.com, username=consumer1"","OK"
"2022-04-25 17:58:31.25","anonymous.useraccount.AnonymousUserAccountListTest","consumerListComponents",2747,""[2] testIndex=1, name=C2, surname=Acme, email=c2@acme.com, username=consumer2"","OK"
"2022-04-25 17:58:34.336","anonymous.useraccount.AnonymousUserAccountListTest","patronListComponents",2645,""[1] testIndex=0, name=P1, surname=Acme, email=p1@acme.com, username=patron1"","OK"
"2022-04-25 17:58:37.461","anonymous.useraccount.AnonymousUserAccountListTest","patronListComponents",2734,""[2] testIndex=1, name=P2, surname=Acme, email=p2@acme.com, username=patron2"","OK"
"2022-04-25 17:58:42.373","anonymous.useraccount.AnonymousUserAccountListTest","patronListComponents",4420,""[3] testIndex=2, name=P3, surname=Acme, email=p3@acme.com, username=patron3"","OK"
"2022-04-25 17:58:45.366","anonymous.useraccount.AnonymousUserAccountListTest","patronListComponents",2584,""[4] testIndex=3, name=P4, surname=Acme, email=p4@acme.com, username=patron4"","OK"
"2022-04-25 17:58:48.35","anonymous.useraccount.AnonymousUserAccountListTest","providerListComponents",2589,""[1] testIndex=0, name=PR1, surname=Acme, email=pr1@acme.com, username=provider1"","OK"
"2022-04-25 17:58:51.342","anonymous.useraccount.AnonymousUserAccountListTest","providerListComponents",2599,""[2] testIndex=1, name=PR2, surname=Acme, email=pr2@acme.com, username=provider2"","OK"
"2022-04-25 17:58:54.343","anonymous.useraccount.AnonymousUserAccountListTest","inventorListComponents",2597,""[1] testIndex=0, name=I1, surname=Acme, email=i1@acme.com, username=inventor1"","OK"
"2022-04-25 17:58:57.32","anonymous.useraccount.AnonymousUserAccountListTest","inventorListComponents",2579,""[2] testIndex=1, name=I2, surname=Acme, email=i2@acme.com, username=inventor2"","OK"
"2022-04-25 17:59:00.297","anonymous.useraccount.AnonymousUserAccountListTest","inventorListComponents",2582,""[3] testIndex=2, name=I3, surname=Acme, email=i3@acme.com, username=inventor3"","OK"
"2022-04-25 17:59:03.224","anonymous.useraccount.AnonymousUserAccountListTest","inventorListComponents",2532,""[4] testIndex=3, name=I4, surname=Acme, email=i4@acme.com, username=inventor4"","OK"
